"word","freq"
"promote",21
"fell",21
"living",21
"land",20
"reducing",20
"third",20
"loss",20
"annual",20
"employment",20
"expected",20
"current",19
"investment",19
"reduction",19
"plans",19
"may",19
"capita",19
"quarter",19
"ocean",19
"nearly",19
"page",19
"regional",18
"already",18
"better",18
"inclusive",18
"violence",18
"build",18
"drinking",18
"full",18
"remains",18
"needs",18
"based",18
"used",18
"long",18
"open",18
"estimated",18
"bubble",18
"edge",18
"labels",18
"main",18
"hunger",17
"agreement",17
"face",17
"millions",17
"projected",17
"track",17
"economy",17
"ecosystems",17
"working",17
"young",17
"manufacturing",17
"flows",17
"higher",17
"life",16
"decline",16
"domestic",16
"well",16
"decade",16
"youth",16
"capacity",16
"cases",16
"covered",16
"now",16
"prevalence",16
"region",16
"times",16
"smallscale",16
"apart",16
"rightaligned",16
"tick",16
"coastal",16
"inequalities",15
"innovation",15
"especially",15
"extreme",15
"improved",15
"major",15
"significant",15
"effective",15
"island",15
"learning",15
"losses",15
"make",15
"rates",15
"sectors",15
"tourism",15
"last",15
"policy",15
"framework",15
"group",15
"live",15
"reached",15
"show",15
"organization",15
"period",15
"index",15
"refugees",15
"ewaste",15
"clean",14
"economies",14
"future",14
"rise",14
"department",14
"estimates",14
"participation",14
"survey",14
"groups",14
"reduce",14
"result",14
"five",14
"primary",14
"adaptation",14
"marine",14
"institutions",13
"reduced",13
"girls",13
"investments",13
"jobs",13
"natural",13
"paris",13
"past",13
"vaccines",13
"affairs",13
"increasing",13
"informal",13
"latest",13
"short",13
"disruptions",13
"meet",13
"particularly",13
"four",13
"security",13
"wasting",13
"rising",13
"research",13
"account",13
"aged",13
"overview",12
"availability",12
"collection",12
"continue",12
"trade",12
"effects",12
"every",12
"home",12
"important",12
"provide",12
"road",12
"significantly",12
"trillion",12
"uses",12
"monitoring",12
"office",12
"protect",12
"service",12
"behind",12
"local",12
"managed",12
"efficiency",12
"net",12
"air",12
"activities",12
"fuel",12
"oceans",12
"lowincome",12
"leaving",12
"although",12
"early",12
"sids",12
"equality",11
"wellbeing",11
"growing",11
"lives",11
"marriage",11
"rose",11
"societies",11
"urgent",11
"away",11
"livelihoods",11
"related",11
"space",11
"system",11
"demand",11
"gaps",11
"household",11
"required",11
"resilient",11
"highincome",11
"led",11
"spaces",11
"using",11
"way",11
"universal",11
"schools",11
"hygiene",11
"rural",11
"protected",11
"extinction",11
"invasive",11
"trafficking",11
"ldc",11
"outside",11
"declined",11
"fishing",11
"communities",10
"agenda",10
"carbon",10
"falling",10
"far",10
"financing",10
"reaching",10
"environmental",10
"help",10
"insufficient",10
"june",10
"programmes",10
"threatened",10
"adopted",10
"government",10
"guide",10
"households",10
"limited",10
"online",10
"wide",10
"conditions",10
"mortality",10
"nutrition",10
"reach",10
"targets",10
"generated",10
"mark",10
"part",10
"disaster",10
"agriculture",10
"reproductive",10
"hours",10
"safely",10
"modern",10
"real",10
"gini",10
"reverse",10
"means",10
"streets",10
"freshwater",10
"adults",10
"lower",10
"poor",10
"found",10
"ideally",10
"increases",10
"along",10
"respectively",10
"parties",10
"fisheries",10
"investing",9
"continues",9
"direct",9
"disproportionately",9
"greenhouse",9
"highest",9
"industries",9
"opportunities",9
"proficiency",9
"reading",9
"resilience",9
"actions",9
"affects",9
"civil",9
"death",9
"ever",9
"fewer",9
"include",9
"peoples",9
"poorest",9
"technology",9
"terrestrial",9
"become",9
"often",9
"partners",9
"programme",9
"role",9
"surveys",9
"included",9
"lacked",9
"resulting",9
"showed",9
"according",9
"commission",9
"provided",9
"gap",9
"end",9
"missing",9
"completion",9
"force",9
"parity",9
"safe",9
"final",9
"dwellers",9
"products",9
"recorded",9
"remittance",9
"fossil",9
"subsidies",9
"union",9
"implementing",9
"alien",9
"agricultural",9
"risks",9
"term",9
"different",9
"guides",9
"hanging",9
"languages",9
"leftaligned",9
"moreover",9
"spaced",9
"stroke",9
"uniform",9
"continued",9
"funding",9
"large",9
"internet",9
"shown",9
"commitments",9
"engaged",9
"landlocked",9
"good",8
"groupings",8
"quality",8
"able",8
"achieving",8
"collaboration",8
"decades",8
"demonstrated",8
"fully",8
"lost",8
"shift",8
"transformation",8
"changes",8
"disease",8
"forms",8
"improving",8
"point",8
"pollution",8
"record",8
"science",8
"society",8
"vast",8
"addition",8
"design",8
"get",8
"nsos",8
"set",8
"healthy",8
"presented",8
"put",8
"combat",8
"division",8
"example",8
"overall",8
"persons",8
"strategies",8
"andor",8
"basis",8
"overweight",8
"reporting",8
"facilities",8
"employed",8
"costs",8
"majority",8
"kilograms",8
"gas",8
"eutrophication",8
"forests",8
"legislation",8
"list",8
"victims",8
"oda",8
"remain",8
"trend",8
"bar",8
"bottom",8
"figures",8
"insecurity",8
"marks",8
"indent",8
"adequate",8
"official",8
"legal",8
"points",8
"relative",8
"fund",8
"affordable",7
"industry",7
"concentrations",7
"equal",7
"maternal",7
"recent",7
"reversed",7
"shows",7
"uneven",7
"address",7
"agencies",7
"alarming",7
"december",7
"degradation",7
"fiscal",7
"greater",7
"inadequate",7
"individuals",7
"lockdowns",7
"plastic",7
"private",7
"require",7
"requires",7
"sex",7
"various",7
"affecting",7
"decisionmaking",7
"handwashing",7
"importance",7
"parts",7
"project",7
"range",7
"restrictions",7
"caused",7
"complete",7
"countrys",7
"european",7
"improvements",7
"indicator",7
"much",7
"terms",7
"saw",7
"general",7
"reports",7
"anaemia",7
"experienced",7
"undernourished",7
"supply",7
"slow",7
"crucial",7
"physical",7
"represent",7
"billions",7
"cooking",7
"improvement",7
"medium",7
"market",7
"slum",7
"fishers",7
"zones",7
"cost",7
"drop",7
"disparities",7
"frameworks",7
"inside",7
"layers",7
"lds",7
"close",7
"diseases",7
"incidence",7
"leading",7
"malaria",7
"established",7
"laws",7
"partner",7
"law",7
"stress",7
"transboundary",7
"prices",7
"technologies",7
"median",7
"instruments",7
"convention",7
"conservation",7
"score",7
"civilian",7
"justice",6
"partnership",6
"peace",6
"responsible",6
"businesses",6
"community",6
"either",6
"environment",6
"faced",6
"foreign",6
"must",6
"possible",6
"produce",6
"pushed",6
"rapid",6
"stalled",6
"unpaid",6
"unprecedented",6
"accelerate",6
"beyond",6
"building",6
"childrens",6
"disproportionate",6
"fall",6
"innovative",6
"intensified",6
"job",6
"map",6
"offices",6
"partnerships",6
"solutions",6
"suffered",6
"sustainability",6
"take",6
"temporary",6
"accelerated",6
"credit",6
"grew",6
"largely",6
"methods",6
"operations",6
"start",6
"births",6
"censuses",6
"comparable",6
"day",6
"dropped",6
"form",6
"geographic",6
"integrated",6
"place",6
"registration",6
"severely",6
"carried",6
"equipment",6
"includes",6
"largest",6
"left",6
"months",6
"remained",6
"thirds",6
"called",6
"skills",6
"targeted",6
"secondary",6
"womens",6
"sustainably",6
"heat",6
"reliable",6
"crises",6
"allocated",6
"threaten",6
"waste",6
"budgets",6
"severe",6
"affect",6
"dollars",6
"halt",6
"red",6
"exploitation",6
"independent",6
"conflict",6
"substantial",6
"assistance",6
"benefit",6
"cash",6
"cycle",6
"highlighting",6
"territories",6
"prior",6
"students",6
"titles",6
"pandemicrelated",6
"quarters",6
"existing",6
"fifth",6
"longterm",6
"threatens",6
"january",6
"treatment",6
"doubling",6
"mechanisms",6
"achieved",6
"boundaries",6
"intimate",6
"opportunity",6
"solar",6
"cooperation",6
"previous",6
"bilateral",6
"ndcs",6
"kba",6
"publication",6
"strong",5
"designed",5
"gains",5
"immense",5
"increasingly",5
"minimum",5
"plan",5
"preindustrial",5
"threatening",5
"transition",5
"vital",5
"yet",5
"challenge",5
"challenging",5
"changing",5
"consequences",5
"demands",5
"multilateral",5
"particular",5
"reflects",5
"responses",5
"second",5
"threats",5
"together",5
"true",5
"compliance",5
"infections",5
"lacking",5
"lockdown",5
"mobility",5
"providers",5
"responding",5
"considerable",5
"disrupted",5
"identified",5
"internationally",5
"right",5
"spread",5
"traditional",5
"combined",5
"disability",5
"discrimination",5
"going",5
"initiatives",5
"integration",5
"member",5
"middleincome",5
"necessary",5
"negatively",5
"populations",5
"remote",5
"sources",5
"technical",5
"understanding",5
"case",5
"experience",5
"making",5
"users",5
"april",5
"suffer",5
"ages",5
"equitable",5
"parliaments",5
"sexual",5
"fundamental",5
"dangerous",5
"sustained",5
"hightech",5
"indicates",5
"person",5
"material",5
"watts",5
"finance",5
"scenario",5
"wetland",5
"specific",5
"annually",5
"assessed",5
"birds",5
"mammals",5
"mean",5
"preventing",5
"restore",5
"defenders",5
"lowermiddleincome",5
"centre",5
"suggest",5
"considered",5
"effectively",5
"nature",5
"chains",5
"indicate",5
"larger",5
"producers",5
"confidence",5
"disruption",5
"stunting",5
"mental",5
"represents",5
"sharply",5
"south",5
"threeline",5
"received",5
"tuberculosis",5
"injuries",5
"migrants",5
"spending",5
"taken",5
"closures",5
"designations",5
"differences",5
"imply",5
"ownership",5
"eliminate",5
"facility",5
"green",5
"lakes",5
"submitted",5
"subregions",5
"fuels",5
"scale",5
"biomass",5
"hydropower",5
"intensity",5
"projects",5
"wind",5
"unemployment",5
"value",5
"taxes",5
"formulation",5
"mitigation",5
"secretariat",5
"algal",5
"fish",5
"iuu",5
"armed",5
"conflicts",5
"nhris",5
"decent",4
"view",4
"zero",4
"acceleration",4
"brought",4
"decision",4
"deliver",4
"direction",4
"expanded",4
"fallen",4
"highlighted",4
"highquality",4
"imperative",4
"implemented",4
"makers",4
"political",4
"reasons",4
"secretarygeneral",4
"six",4
"supported",4
"surge",4
"today",4
"toll",4
"vaccination",4
"academia",4
"accessible",4
"added",4
"administered",4
"approaches",4
"becoming",4
"bring",4
"catastrophic",4
"collapse",4
"comprehensive",4
"coordinated",4
"decisions",4
"declining",4
"degraded",4
"develop",4
"disaggregated",4
"distribution",4
"exposed",4
"globe",4
"interventions",4
"shared",4
"strengthening",4
"vulnerabilities",4
"ways",4
"administrative",4
"detected",4
"driven",4
"ghana",4
"hit",4
"lived",4
"monitor",4
"policymakers",4
"save",4
"timely",4
"ability",4
"absence",4
"addressing",4
"analysis",4
"control",4
"database",4
"limits",4
"maintained",4
"remaining",4
"vulnerability",4
"communication",4
"geospatial",4
"given",4
"introduced",4
"little",4
"members",4
"network",4
"patterns",4
"potential",4
"power",4
"priorities",4
"skill",4
"staff",4
"coordination",4
"kyrgyzstan",4
"makes",4
"materials",4
"platform",4
"provision",4
"generation",4
"malnutrition",4
"reflect",4
"reliant",4
"worse",4
"burden",4
"persists",4
"positions",4
"subjected",4
"ensuring",4
"wetlands",4
"equivalent",4
"return",4
"connectivity",4
"industrialization",4
"inhabitants",4
"travel",4
"emerging",4
"equally",4
"convenient",4
"metres",4
"settlements",4
"worsened",4
"electronic",4
"recycled",4
"baseline",4
"priority",4
"conserve",4
"dead",4
"oxygen",4
"sea",4
"warming",4
"conifers",4
"corals",4
"manage",4
"reefbuilding",4
"safeguard",4
"killings",4
"representing",4
"strengthen",4
"older",4
"compounded",4
"ending",4
"family",4
"immediate",4
"slowed",4
"twice",4
"week",4
"biological",4
"results",4
"activity",4
"disadvantaged",4
"farmers",4
"headed",4
"nutritious",4
"prepare",4
"worst",4
"attention",4
"childhood",4
"defined",4
"factor",4
"movement",4
"periods",4
"shocks",4
"swatches",4
"effort",4
"hiv",4
"ncds",4
"killed",4
"though",4
"approximately",4
"funds",4
"ica",4
"maintain",4
"negative",4
"promotion",4
"forced",4
"occur",4
"acceptance",4
"continuing",4
"endorsement",4
"formal",4
"ict",4
"mostly",4
"names",4
"sending",4
"technological",4
"throughout",4
"networks",4
"benefits",4
"implement",4
"prevent",4
"quotas",4
"situation",4
"gaining",4
"goods",4
"agreements",4
"basins",4
"ecosystem",4
"inland",4
"operational",4
"status",4
"thousands",4
"wateruse",4
"mainly",4
"oil",4
"rwanda",4
"lowest",4
"fourth",4
"trends",4
"expenditure",4
"markets",4
"neet",4
"translates",4
"agency",4
"fact",4
"origin",4
"authorities",4
"averages",4
"transfers",4
"guidelines",4
"stages",4
"metric",4
"planet",4
"recycling",4
"tons",4
"annex",4
"climatespecific",4
"extent",4
"kbas",4
"plants",4
"state",4
"corruption",4
"journalists",4
"fdi",4
"exports",4
"ant<f3>nio",3
"debt",3
"digital",3
"distress",3
"dramatic",3
"emerged",3
"enough",3
"facilitated",3
"fields",3
"gases",3
"generations",3
"greatest",3
"guterres",3
"helping",3
"hope",3
"keep",3
"lowering",3
"moment",3
"notwithstanding",3
"prepared",3
"promise",3
"reduces",3
"step",3
"tackling",3
"temperature",3
"understand",3
"announced",3
"bags",3
"bottles",3
"common",3
"devastating",3
"disproportionally",3
"enormous",3
"everywhere",3
"evidence",3
"exist",3
"fallout",3
"february",3
"focus",3
"halted",3
"history",3
"inequities",3
"meeting",3
"minute",3
"money",3
"present",3
"publicly",3
"purchased",3
"singleuse",3
"structural",3
"thrown",3
"vaccine",3
"whether",3
"woefully",3
"wreaked",3
"alternative",3
"days",3
"delivery",3
"joint",3
"kingdom",3
"month",3
"played",3
"recognized",3
"responded",3
"says",3
"source",3
"statisticians",3
"successfully",3
"tools",3
"best",3
"countrylevel",3
"died",3
"families",3
"identifying",3
"instance",3
"interruptions",3
"interviews",3
"neonatal",3
"rather",3
"revised",3
"telephone",3
"thanks",3
"weighted",3
"attributable",3
"capacitybuilding",3
"census",3
"citizens",3
"events",3
"exacerbated",3
"gist",3
"governance",3
"indicated",3
"initiative",3
"intersex",3
"measuring",3
"parking",3
"satellite",3
"shortterm",3
"surveyed",3
"worked",3
"assessment",3
"collecting",3
"committee",3
"exchange",3
"foster",3
"met",3
"never",3
"provides",3
"exacerbating",3
"regular",3
"stunted",3
"unable",3
"worsen",3
"expectancy",3
"shortened",3
"caregivers",3
"organized",3
"proficient",3
"managerial",3
"next",3
"spend",3
"unacceptably",3
"double",3
"inefficient",3
"productive",3
"safety",3
"fuelled",3
"helps",3
"passengers",3
"roads",3
"alltime",3
"disappearances",3
"doubled",3
"routes",3
"stage",3
"walking",3
"achievement",3
"neutrality",3
"rely",3
"threat",3
"amphibians",3
"hectares",3
"bribery",3
"peaceful",3
"donors",3
"gni",3
"posed",3
"confirmed",3
"tracking",3
"downside",3
"forecast",3
"longstanding",3
"parents",3
"pay",3
"poorer",3
"projection",3
"wood",3
"adoption",3
"disasters",3
"incomes",3
"nevertheless",3
"reversing",3
"uppermiddle",3
"earn",3
"moderate",3
"productivity",3
"profound",3
"republic",3
"triggered",3
"uncertainty",3
"accounted",3
"adverse",3
"focused",3
"height",3
"intervals",3
"japan",3
"measured",3
"pregnant",3
"section",3
"wealth",3
"weight",3
"declines",3
"drops",3
"emergency",3
"improve",3
"diagnosis",3
"dying",3
"facing",3
"noncommunicable",3
"plateaued",3
"relapse",3
"single",3
"alcohol",3
"causes",3
"comprised",3
"hivaids",3
"marginalized",3
"mitigate",3
"block",3
"ongoing",3
"pacific",3
"rth",3
"workforce",3
"boy",3
"closed",3
"observed",3
"recover",3
"special",3
"threshold",3
"values",3
"childcare",3
"computers",3
"create",3
"relatively",3
"singlesex",3
"smaller",3
"addressed",3
"adversely",3
"amount",3
"associated",3
"collected",3
"consistently",3
"repercussions",3
"discriminatory",3
"empowerment",3
"parliament",3
"representation",3
"secure",3
"selected",3
"transformative",3
"another",3
"defecation",3
"surface",3
"waterrelated",3
"waters",3
"aquifers",3
"arrangements",3
"kilometres",3
"mangrove",3
"play",3
"relevant",3
"supporting",3
"turbidity",3
"urgently",3
"benefiting",3
"causing",3
"positive",3
"primarily",3
"contribution",3
"geothermal",3
"industrial",3
"renewables",3
"aid",3
"decreased",3
"massive",3
"monetary",3
"prepandemic",3
"rollout",3
"mva",3
"loan",3
"borders",3
"displaced",3
"migration",3
"october",3
"persecution",3
"remittances",3
"organizations",3
"planned",3
"slums",3
"environmentally",3
"respond",3
"resource",3
"strategy",3
"unsustainable",3
"contribute",3
"grow",3
"cape",3
"dioxide",3
"limiting",3
"netzero",3
"steps",3
"contributions",3
"gcf",3
"habitats",3
"voluntary",3
"algae",3
"bloom",3
"chlorophylla",3
"drivers",3
"nutrient",3
"runoff",3
"several",3
"sites",3
"sunlight",3
"light",3
"unclos",3
"varies",3
"vessels",3
"ebo",3
"enhance",3
"boys",3
"rule",3
"civilians",3
"unionists",3
"tariff",3
"assembly",3
"declaration",3
"forum",3
"resolution",3
"see",3
"website",3
"unicef",3
"foreword",2
"reader",2
"apparent",2
"catastrophe",2
"conserves",2
"creates",2
"decreases",2
"delaying",2
"educational",2
"embraced",2
"envisioned",2
"expansion",2
"felt",2
"happen",2
"healthier",2
"herculean",2
"inspiring",2
"leadership",2
"myriad",2
"potentially",2
"slowdown",2
"transform",2
"unfold",2
"adaptability",2
"aimed",2
"approach",2
"brunt",2
"catalysts",2
"choices",2
"chronic",2
"coherent",2
"deeply",2
"deficiencies",2
"demonstrates",2
"dimensions",2
"enter",2
"forged",2
"havoc",2
"historically",2
"hundreds",2
"implications",2
"infection",2
"learn",2
"learned",2
"lessons",2
"lifesaving",2
"mobilization",2
"monumental",2
"multilateralism",2
"pandemics",2
"persist",2
"poses",2
"proportions",2
"protecting",2
"realize",2
"remarkable",2
"rooted",2
"seize",2
"serious",2
"serves",2
"stark",2
"taught",2
"transformations",2
"transitioning",2
"tremendous",2
"virus",2
"vision",2
"weak",2
"accurate",2
"adapted",2
"ahead",2
"business",2
"delayed",2
"demographic",2
"earlier",2
"gathered",2
"great",2
"head",2
"informed",2
"intended",2
"introduction",2
"ireland",2
"leaders",2
"numbers",2
"privacy",2
"quickly",2
"raised",2
"reopening",2
"seidu",2
"socalled",2
"task",2
"trigger",2
"unsdfcdo",2
"widely",2
"additions",2
"advancing",2
"african",2
"americas",2
"baby",2
"calculation",2
"chart",2
"comprehensively",2
"deletions",2
"facetoface",2
"fill",2
"frame",2
"method",2
"mother",2
"places",2
"proper",2
"question",2
"replacements",2
"reviewed",2
"revisions",2
"sample",2
"scheduled",2
"success",2
"timeliness",2
"versus",2
"wellfunctioning",2
"widening",2
"advance",2
"algorithms",2
"app",2
"asked",2
"completely",2
"conducted",2
"constraints",2
"contrast",2
"count",2
"coupled",2
"disabilities",2
"distancing",2
"driving",2
"element",2
"emergence",2
"encouraging",2
"individual",2
"input",2
"internal",2
"issue",2
"issues",2
"journey",2
"mid",2
"misuse",2
"mobile",2
"monthly",2
"multidimensional",2
"operate",2
"partnered",2
"prompted",2
"quarterly",2
"readiness",2
"remotely",2
"rethink",2
"sets",2
"stay",2
"study",2
"trainings",2
"adapt",2
"allowing",2
"appropriate",2
"courses",2
"daily",2
"easy",2
"engagement",2
"examples",2
"experts",2
"following",2
"infographics",2
"kerimalieva",2
"linked",2
"location",2
"metadata",2
"mexico",2
"platforms",2
"requesting",2
"requests",2
"updates",2
"user",2
"valuable",2
"eradicating",2
"balanced",2
"diet",2
"eat",2
"midwives",2
"nurses",2
"scaling",2
"stretched",2
"entirely",2
"grades",2
"lifelong",2
"preprimary",2
"adding",2
"brides",2
"empower",2
"squeezing",2
"shrank",2
"waterstressed",2
"heating",2
"arrivals",2
"fulltime",2
"lead",2
"tourist",2
"enhancing",2
"finding",2
"late",2
"manufacture",2
"plummeted",2
"researchers",2
"accounts",2
"migratory",2
"ranges",2
"distance",2
"plight",2
"disposed",2
"footprint",2
"proliferate",2
"responsibly",2
"untapped",2
"formulating",2
"shifting",2
"unabated",2
"acidification",2
"sufficient",2
"desertification",2
"mountain",2
"native",2
"accountable",2
"intensifying",2
"standards",2
"defying",2
"predictions",2
"revitalize",2
"amplifying",2
"asian",2
"charcoal",2
"clearly",2
"coronavirus",2
"exacerbate",2
"fronts",2
"preparedness",2
"reflecting",2
"robust",2
"roll",2
"attributed",2
"hazards",2
"lowermiddle",2
"overwhelming",2
"process",2
"sendai",2
"socioeconomic",2
"underlying",2
"undermined",2
"difference",2
"distant",2
"feeding",2
"goes",2
"largescale",2
"price",2
"shaded",2
"actual",2
"concentration",2
"condition",2
"grams",2
"haemoglobin",2
"illness",2
"latter",2
"litre",2
"multisectoral",2
"nonpregnant",2
"adolescent",2
"adolescents",2
"communicable",2
"contributed",2
"damage",2
"doctors",2
"ethiopia",2
"followed",2
"known",2
"magnitude",2
"medical",2
"moving",2
"occurring",2
"pand",2
"planning",2
"prolonged",2
"stagnated",2
"worker",2
"aggravating",2
"factors",2
"india",2
"infectious",2
"interval",2
"killer",2
"missed",2
"ncd",2
"notification",2
"philippines",2
"prevention",2
"probability",2
"testing",2
"undermining",2
"cited",2
"fear",2
"female",2
"healthcare",2
"litres",2
"payments",2
"psychosocial",2
"selfharm",2
"suicide",2
"core",2
"density",2
"fighting",2
"hard",2
"performing",2
"personal",2
"rib",2
"ric",2
"stigma",2
"surveillance",2
"ter",2
"cause",2
"eight",2
"emergencies",2
"extended",2
"mathematics",2
"partial",2
"pervasive",2
"roughly",2
"adaptable",2
"broader",2
"capital",2
"drawn",2
"email",2
"entry",2
"precovid",2
"scarce",2
"steadily",2
"toilets",2
"variation",2
"abusive",2
"brazil",2
"combination",2
"decreasing",2
"marriages",2
"married",2
"photo",2
"practice",2
"presents",2
"putting",2
"rebuild",2
"relationships",2
"spent",2
"variations",2
"adult",2
"bodies",2
"chambers",2
"exceptions",2
"host",2
"landowners",2
"legislated",2
"outnumber",2
"realized",2
"seats",2
"studies",2
"upward",2
"century",2
"oflegend",2
"unimproved",2
"actually",2
"barriers",2
"basin",2
"cover",2
"cubic",2
"dramatically",2
"metre",2
"processes",2
"promoting",2
"rivers",2
"said",2
"seen",2
"square",2
"strengthened",2
"territory",2
"boost",2
"deployment",2
"harmful",2
"homes",2
"pace",2
"previously",2
"stimulus",2
"unless",2
"uptake",2
"base",2
"bioenergy",2
"calls",2
"came",2
"concentrated",2
"costeffective",2
"exajoules",2
"fraction",2
"outlook",2
"portion",2
"receive",2
"systematic",2
"tfec",2
"took",2
"china",2
"gross",2
"order",2
"recession",2
"inbound",2
"pronounced",2
"represented",2
"adjust",2
"apr",2
"aug",2
"aviation",2
"dec",2
"feb",2
"grown",2
"jan",2
"jul",2
"jun",2
"mar",2
"nov",2
"oct",2
"sep",2
"shop",2
"tariffs",2
"connect",2
"enterprises",2
"failing",2
"leverage",2
"purchasing",2
"registered",2
"signs",2
"struggle",2
"dari<e9>n",2
"fled",2
"orderly",2
"palestine",2
"preferential",2
"refugee",2
"relief",2
"seas",2
"tens",2
"transaction",2
"violations",2
"agreed",2
"directly",2
"expensive",2
"measure",2
"redistributive",2
"send",2
"concerted",2
"policymaking",2
"urbanization",2
"whose",2
"adopting",2
"feasibility",2
"functioning",2
"objective",2
"polices",2
"reminded",2
"sectoral",2
"shares",2
"unhabitat",2
"vary",2
"andp",2
"practices",2
"procurement",2
"rapidly",2
"regenerate",2
"compound",2
"consume",2
"currently",2
"decrease",2
"earth",2
"gold",2
"installations",2
"installed",2
"comparison",2
"covering",2
"highs",2
"launched",2
"pales",2
"resulted",2
"accounting",2
"channels",2
"climateresilient",2
"commitment",2
"components",2
"determined",2
"lowemission",2
"nationally",2
"prioritizing",2
"updated",2
"aquaculture",2
"blooms",2
"commercial",2
"depend",2
"designation",2
"environments",2
"eradication",2
"exclusive",2
"expanding",2
"hypoxia",2
"manner",2
"merchandise",2
"nitrogen",2
"phytoplankton",2
"plant",2
"pollutants",2
"renewed",2
"sewage",2
"stocks",2
"acceded",2
"accession",2
"catches",2
"composite",2
"degree",2
"deter",2
"illegal",2
"institutional",2
"port",2
"ports",2
"ratification",2
"ratified",2
"redoubled",2
"requiring",2
"unregulated",2
"unreported",2
"aims",2
"animal",2
"animals",2
"cut",2
"diversity",2
"humans",2
"hunting",2
"logging",2
"mammal",2
"principles",2
"survival",2
"aboveground",2
"calculated",2
"deforestation",2
"driver",2
"stable",2
"generalized",2
"mitigated",2
"perpetrators",2
"accountability",2
"collective",2
"deadliest",2
"establish",2
"humanitarian",2
"weapons",2
"constant",2
"east",2
"mechanism",2
"absent",2
"fixed",2
"funded",2
"inform",2
"aggregate",2
"compiled",2
"composition",2
"dubai",2
"expert",2
"fiftieth",2
"iaegsdgs",2
"review",2
"series",2
"session",2
"specialized",2
"town",2
"concerning",2
"details",2
"presentation",2
"purpose",2
"refers",2
"standard",2
"conference",2
"copyright",2
"credits",2
"ethiopiatewodros",2
"isbn",2
"issn",2
"pages",2
"tadesse",2
"unitdepartment",2
"bank",2
"commissioner",2
"peacebuilding",2
"representative",2
"contents",1
"acce",1
"adva",1
"advances",1
"andbytackles",1
"andgenerations",1
"arrived",1
"brighter",1
"brighteron",1
"carbonasemissions",1
"comes",1
"decisionmakers",1
"digitalthe",1
"essentia",1
"foragenda",1
"forrecommitment",1
"geared",1
"generational",1
"greener",1
"impacting",1
"inequitable",1
"insufficiently",1
"inthe",1
"isdevelopment",1
"manya",1
"onour",1
"onrate",1
"ourto",1
"outlines",1
"paradigm",1
"properly",1
"pursuit",1
"recommitment",1
"regarding",1
"regrettably",1
"resour",1
"schooling",1
"shoulders",1
"solidarity",1
"stronger",1
"tackles",1
"theworld",1
"throwing",1
"truly",1
"underpaid",1
"usewethemust",1
"wiping",1
"abundantly",1
"bear",1
"clear",1
"creating",1
"creativity",1
"decisive",1
"everyone",1
"evidencebased",1
"greeneconomy",1
"guided",1
"holds",1
"hone",1
"inevitably",1
"infected",1
"interact",1
"interdependency",1
"interlinkages",1
"interrupted",1
"juncture",1
"let",1
"liu",1
"mirror",1
"momentous",1
"optimism",1
"problems",1
"profoundly",1
"prosperity",1
"quick",1
"realities",1
"restoration",1
"reveal",1
"scientist",1
"served",1
"sped",1
"taking",1
"transformational",1
"treatments",1
"undersecretarygeneral",1
"unified",1
"wasted",1
"weaknesses",1
